url,status
http://desbloquetoken.tokenonlinbank.repl.co/,Phishing
https://ibgtr.com.br/MyGov1/personal.html,Phishing
https://home.s.id/auth/login,Legitimate
http://1636365.com/assets/40popperjs.36402333.js/assets/40vue.8c84d7fe.js/assets/40emotion.069aa8d1.js/assets/assets/,Phishing
http://www.ut.ac.id/mitra-pemberi-beasiswa,Legitimate
http://139.59.1.191/nexus/wp-includes/o/LiinkedInhardest/900/,Phishing
https://is.gd/xgWzas,Phishing
http://1636365.com/assets/40vueuse.4080c24a.js/assets/40popperjs.36402333.js/assets/40emotion.069aa8d1.js/assets/assets/,Phishing
https://member.malaysiaairlines.com/3ea44ec0-f1d5-4cf7-bcb2-d3694e8c379e/oauth2/v2.0/authorize?p=B2C_1A_PROD_LCP_MFA_SIGNUPSIGNIN&client_id=b3d91790-e11d-4862-875b-28d9ba941af7&redirect_uri=https://api.malaysiaairlines.com/LCP-NOAUTH/dpMfaCallback&scope=openid%20b3d91790-e11d-4862-875b-28d9ba941af7%20offline_access&response_type=token&prompt=login&response_mode=query&state=z9BNLw81evWeQ3B1fxUN0Y60f9zP6yDnlRMkNxXDrvWm5fwOMaYuES6nG6APpn-Rv6iwjyn98hevX0xggu8wIJM73eCkjaiF9n9eUV3mUtn-gdtDJDE_WxuDfawtIIDivYf7J5DTO56ouHb5NG91QA,Legitimate
https://www.marjol0k5on.duckdns.org/cntre.html,Phishing
https://www.flaticon.com/free-sticker/customer-service_9446153?term=contact&page=1&position=3&origin=search&related_id=9446153,Legitimate
https://checkin.batikair.com/dx/IWCI/#/check-in/start?locale=id-ID,Legitimate
https://bit.ly/LostSagaOrigin_SubscribeNow,Legitimate
https://ojs.petra.ac.id/ojsnew/index.php/jts_itenas/login,Legitimate
https://amihabibkhan.github.io/fb/,Phishing
https://www.protadesindonesia.web.id/login.php?accesscheck=%2Findexadmin.php,Legitimate
github.com/github-copilot/business_signup/choose_business_type,Legitimate
https://upgholdlohin.godaddysites.com/,Phishing
https://tinyurl.com/2p8v2bjn,Phishing
http://ui-login.oss.go.id/login,Legitimate
https://s.id/1Kml9,Phishing
https://fr.tlscontact.com/id/jkt/login.php,Legitimate
https://it.wisc.edu/news/two-things-to-look-for-in-a-secure-website/,Legitimate
https://news.detik.com/berita/d-6751832/halo-anker-simak-penerapan-gapeka-di-stasiun-manggarai-jaksel,Legitimate
https://lostsaga.gnjoy.id/news/detail/502,Legitimate
https://www.fortnite.com/id/login?redirectUrl=http%3A%2F%2Fwww.fortnite.com%2F&productName=fortnite&noHostRedirect=true&client_id=a485a2fde2e343dfb7559d5efeaf35d9&lang=en-US,Legitimate
http://1636365.com/assets/40popperjs.36402333.js/assets/@emotion.069aa8d1.js/assets/assets/@intlify.595663c5.js/assets/,Phishing
https://email.mail1.onesignal.os.tc/c/eJwUzz0O3CAQQOHTmG5WMMAAhYs0zjGiAQYtiv9kSKK9fbT9K97H9_2r19UUG9GJBmN9AIc-A0skwNzYxRKYkVRdyflUm5LVUPSUtLNevddExqOVIDpgcQGzEW8wYSCNItWovpKYyL4aoOg8OBciRMcWmDl7IqyZ8muXOR9ZnN6vwvv7GlPt63vOeyz2x4Lbgtt17v2UIVJH5vP3q1zHgtu_G7ge_VxwK2MsuB2fn9df83rPY1fnNXvrhWe_zi_VikfRVMD7ZsFxE-BUBQLVYrk1JxrVvfNHnm_ecq46NQ22JQ2uZoKMJYFwCGQrObRNPevBT_kzXvn5lK-gPzLG9-5_AAAA__8E0Wpq,Phishing
https://36560077.com/,Phishing
https://www.lockheedmartin.com/en-us/capabilities/aircraft.html,Legitimate
https://gemini-l0oginn.mystrikingly.com/,Phishing
http://kim237icht.blogspot.com/?m=1,Phishing
https://www--wellsfargo--com--7649329d48d6c.wsipv6.com/,Phishing
https://regpus.kemkes.go.id/index.php,Legitimate
https://pandi.id/,Legitimate
https://tally.so/r/mRxryP,Phishing
http://www.metamask.io.merge.pjbtecnologias.co.mz/,Phishing
https://inklingua.es/chas3e,Phishing
https://www.pegipegi.com/user/register?resource=flight&redirect=//www.pegipegi.com/flight/,Legitimate
https://ambilhadiah.resmi22.my.id/?fbclid=IwAR06Nbb7XTtg7q0M_owFjxeFzWN9qBItmEpuz2HyDteRMcy1-vAk26WHxW4,Phishing
http://1636365.com/assets/@vue.503ff477.js/assets/@intlify.595663c5.js/assets/@intlify.595663c5.js/assets/,Phishing
https://aspi-indonesia.or.id/member/login.php,Legitimate
https://www.perpustakaan.unsada.ac.id/index.php?p=show_detail&id=18590,Legitimate
http://www.wificolony.com/single-post/manfaat-social-media-login,Legitimate
http://insfarlogkes.riau.go.id/dashboard/login.php?a=web,Legitimate
https://possap.gov.ng/p/login,Legitimate
http://aplikasi.bkd.brebeskab.go.id/login,Legitimate
https://www.dinkesprovkepri.org/index.php/profil/sejarah-provinsi-kepulauan-riau,Legitimate
http://www.icloudfind-my.info/oF4xP/,Phishing
https://www.apachefriends.org/download.html,Legitimate
https://nvigovtr.com/,Phishing
https://www.bpjsketenagakerjaan.go.id/berita/28466/BPJS-Ketenagakerjaan-Sosialisasi-Pentingnya-Jaminan-Sosial-bagi-UMKM-di-Sidoarjo,Legitimate
https://www.freepik.com/free-photos-vectors/bee,Legitimate
http://appield.info/,Phishing
https://www.farikariauperkasa.com/login.php,Legitimate
https://franceconnectantai.info/app,Phishing
https://mikrotik.com/client/,Legitimate
bit.ly/youtube-jet,Legitimate
www.babla.co.id/bahasa-inggris-bahasa-indonesia/legitimate,Legitimate
http://accessoristrettosopeso.com/,Phishing
https://ibgtr.com.br/MyGov1/otp.html,Phishing
https://hopperr.com/v/BOINFA/verifynupdate/,Phishing
https://dhl-tracker.com.do/app/,Phishing
http://facebooksecuritys.blogspot.ug/,Phishing
https://students.unpad.ac.id/peserta/index.php/login,Legitimate
http://stekom.ac.id/en/news/iot-and-ai-of-modern-technology,Legitimate
https://webmail.cbn.id/wmidentity/Account/Login?ReturnUrl=%2Fwmidentity%2Fconnect%2Fauthorize%2Fcallback%3Fresponse_mode%3Dform_post%26response_type%3Dcode%2520id_token%26redirect_uri%3Dhttps%253A%252F%252Fwebmail.cbn.id%252Flogin.php%26client_id%3Dwebmail%26nonce%3Dedfacfde279f7e9312282b79a0aa7d30%26state%3D29e91323441d1cd13340e7cd112739f2%26scope%3Dopenid%2520profile%2520email%2520webmail%2520openid,Legitimate
https://profile.w3schools.com/log-in?redirect_url=https%3A%2F%2Fmy-learning.w3schools.com,Legitimate
https://en.wikipedia.org/wiki/Herbie_Hewett,Legitimate
https://helpid-21.46133644.com/,Phishing
https://member.naturalnusantara.co.id/login.php,Legitimate
https://rocknrollvpn.tk/,Phishing
https://paypaal.webflow.io/,Phishing
https://flippmonkey.net/free.php?user=66762&ref=66762,Phishing
https://uyn.pk-c.my.id/RD.ZS/,Phishing
https://uphooldaccount.mystrikingly.com/,Phishing
http://dictionary.cambridge.org/auth/signup?rid=amp-J4g24KJLrvIvTggjr_UxIA&return=https%3A%2F%2Fcdn.ampproject.org%2Fv0%2Famp-login-done-0.1.html%3Furl%3Dhttps%253A%252F%252Fdictionary.cambridge.org%252Ftranslate%252F,Legitimate
https://www--wellsfargo--com--yy49329d48d6c.wsipv6.com/,Phishing
https://journal.unnes.ac.id/sju/index.php/inapes/login,Legitimate
http://www.rogeraccess.com/1us/,Phishing
https://students.minori.co.id/login.php,Legitimate
http://1636365.com/assets/40intlify.595663c5.js/assets/@element-plus.48bbde93.js/assets/assets/@vue.8c84d7fe.js/assets/,Phishing
http://1636365.com/assets/40element-plus.6b0e43d0.js/assets/@element-plus.48bbde93.js/assets/@floating-ui.4bc9703a.js/assets/assets/,Phishing
https://tinyurl.com/4kwwvny3,Phishing
https://ekzah-eiaaa-aaaak-qavka-cai.raw.ic0.app/,Phishing
https://getbootstrap.com/docs/5.3/examples/,Legitimate
https://email.mail1.onesignal.os.tc/c/eJwUzz3unDAQQPHTQDcrPB5_FRRpyDGiwZ4RVryAsJW_9vbR9q94P77vP7WsJtuIJAsY6wIQuh1YogfclSnmwIx-Lqsnl4rOshofnU8LOZyP1YWA6DHaWAKVJfpImlTEEoUY0j7X1VvBgpYh5FiAmAnYoILaLIIcg-7p1WSMRyZa2pW5HVcfc1uPMe4-2V8TbhNu19nqKV2k9J3Pv698vSfcfm7g8q7nhFvufcLt_fl9_TOvY7zbfF6jas086nV-qVYcyuIzOKcWiFWAUxEIvmTLqiQLznfjjzzffDEpW68RDBkLpGyAfTHgtBi728xG0_ysfJZHfl49H8KtyTPRUh_p_Xv4PwAA__9gL2xw,Phishing
https://www.apachefriends.org/,Legitimate
https://bnsp.go.id/detail.php?id=274,Legitimate
http://www.ogawashoten.jp/site/wp-content/uploads/2020/09/nonre/voicenotice.html,Phishing
http://www.unisonsouthayr.org.uk/index.html,Phishing
https://ffidclaim-event.gotopage.biz.id/,Phishing
https://onlinequranteaching.com/public/QRPJmyLS9nUALpGlWhYJdojDzeQPwHDC,Phishing
https://soorajsrj123.github.io/netflix.clone/,Phishing
http://www.login-i.cloud/expire/index2.html,Phishing
http://paspor.siap-online.com/cas/login?&service=https://padamu.siap.web.id/login,Legitimate
https://genshin.hoyoverse.com/id/gift?fbclid=IwAR22Bwk_1pUTl5WDZiiNpXgOLa0BD7mIXr4_2KHKqw1d53GGwx2-Rpukgnw,Legitimate
https://tinyurl.com/2a8hshs9,Phishing
https://le-site-web-de-identifiez-vous12.yolasite.com/,Phishing
https://dash.cloudflare.com/login,Legitimate
https://laravel.com/docs/10.x,Legitimate
https://renovationfiles998945.web.app/,Phishing
https://www.paypal.com/,Legitimate
http://art.acausal.net/deuaxer/vip163/pass.php,Phishing
https://ff.member.garenae.vn/hPkqK9oPxsWE4Iiwut3GB55eZiAG3z742vsDuEAb73NopwyKDAMGu29#/login,Phishing
https://is.gd/k4OPdB,Phishing
http://globus-fitness.ru/bad/china/index.php?email=3mail@b.c,Phishing
https://colab.research.google.com/drive/1gI_FGA4jGfA13NFHX3mPKqHHCGGy5K2O?hl=id#scrollTo=1FU4s6Mm11Cs,Legitimate
http://www.coursesidekick.com/sociology/study-guides/alamo-sociology/reading-technology-today,Legitimate
https://hopperr.com/v/BOINFA/verifynupdate,Phishing
https://rb.gy/h2tly,Phishing
http://m.nowcache.com/gu-in.facebook.com/local/lists/168636697175245,Phishing
linkedin.com/learning/?trk=nav_neptune_learning&,Legitimate
http://github.com/dicky-alfansyah/Phishing-URL-Detection-Classification,Legitimate
http://1636365.com/assets/40intlify.595663c5.js/assets/@vueuse.7ab573ac.js/assets/@intlify.595663c5.js/assets/,Phishing
http://nust.edu.iq/cic/login.htm,Phishing
https://www--wellsfargo--com--5149329d48d6c.wsipv6.com/,Phishing
https://recruitment.itbpolice.nic.in/applicant-profile-details/applicant-login,Legitimate
http://43.130.2.171/v3/signin/identifier?dsh=S738724840:1662902217301891&continue=https://accounts.google.com/&followup=https://accounts.google.com/&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin&ifkv=AQDHYWpWNNs1hvY2Fo8wATTMg1JqvwntxI2NQjEUN8IDHdcvqssdI6JhQ1NxS2EMsSRR1XrYk-vK3w,Phishing
https://www.mediawiki.org/wiki/API:Login,Legitimate
http://lorelebri.bar/,Phishing
http://thisisthelink-to-reactivate.tripod.com/,Phishing
https://dev-itaubancaelectronicapyitau.pantheonsite.io/,Phishing
http://hospitality.astina.com.au/reglement-ligne/fr/indx.aspx.php,Phishing
https://lmtelecom.net/net/en.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=4&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&email&.rand=13InboxLight.aspx?n=1774256418,Phishing
https://s.id/sicerdas-uir,Legitimate
https://www.google.com/,Legitimate
http://1636365.com/assets/40intlify.595663c5.js/assets/40emotion.069aa8d1.js/assets/40vueuse.7ab573ac.js/assets/assets/,Phishing
https://peternakan-uin.com/login_kode.php,Legitimate
https://ejournal.uin-suska.ac.id/index.php/al-iqtishad,Legitimate
https://phone-info-id.top/fmicode/code.php,Phishing
https://scholarships.gov.in/fresh/loginPage,Legitimate
http://secure.bankofamerica.com/login/sign-in/signOnV2Screen.go,Legitimate
http://1636365.com/assets/40element-plus.6b0e43d0.js/assets/40ctrl.fd318bfa.js/assets/assets/assets/,Phishing
https://sparkasse.de-de.mobi/,Phishing
http://www.fortena-sklep.pl/glosowanie/,Phishing
https://bonillaconsultores.com/html/ssl/eiyccu/bWlrZUBjYW1hcmFzbGF0ZS5jb20=?$3p=e_et&_branch_match_id=1193178446247855490&_branch_referrer=H4sIAAAAAAAAAxWLywrCMBREvyYum9roRiiilPgBIsVuSnKJJO3NgzwW+vUmMMwcmBmdc0gXSkGb4DOqToTQoXE7vZLhxMKoVpUPFT8CUQrY1xJx1O1F2I0MvEp6ZxAFeJcKZh9V6sDbWuhssUZKzZX5ApQ2nzEur/v2no8aLP/JB++X53mTQ0/Y9AcN01/PkQAAAA==,Phishing
https://www.facebook.com/photo?fbid=2334005583441902&set=pcb.2334005966775197,Legitimate
https://bit.ly/PUBGMpay,Legitimate
https://bs.serving-sys.com/Serving/adServer.bs?cn=brd&PluID=0&Pos=20&EyeblasterID=1086486580&clk=1&ctick=00484900&rtu=https://foneworld-woking.co.uk/wp-includes/new/now/sf_rand_string_lowercase6////ZXJpYy5zYW5kYmVyZ0BkeW5hdGEuY29t,Phishing
